code,label,path
211107,Sekundärmetallurgie,Technische Wissenschaften > Andere Technische Wissenschaften > Metallurgie > Sekundärmetallurgie
211204,Fleischtechnologie,Technische Wissenschaften > Andere Technische Wissenschaften > Lebensmitteltechnologie > Fleischtechnologie
211201,Getreidetechnologie,Technische Wissenschaften > Andere Technische Wissenschaften > Lebensmitteltechnologie > Getreidetechnologie
211202,Lebensmitteltechnologie,Technische Wissenschaften > Andere Technische Wissenschaften > Lebensmitteltechnologie > Lebensmitteltechnologie
211203,Lebensmittelverfahrenstechnik,Technische Wissenschaften > Andere Technische Wissenschaften > Lebensmitteltechnologie > Lebensmittelverfahrenstechnik
211901,Abfallvermeidung,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Abfallvermeidung
211902,Assistierende Technologien,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Assistierende Technologien
211903,Betriebswissenschaften,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Betriebswissenschaften
211904,Biomechanik,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Biomechanik
211905,Bionik (107002),Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Bionik (107002)
211906,Brandschutz,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Brandschutz
211907,Energieeinsparung,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Energieeinsparung
211908,Energieforschung,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Energieforschung
211922,Energiespeicherung,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Energiespeicherung
211909,Energietechnik,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Energietechnik
211925,Explosionsforschung,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Explosionsforschung
211923,Fabrikplanung,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Fabrikplanung
211910,Lärmschutz,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Lärmschutz
211911,Nachhaltige Technologien,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Nachhaltige Technologien
211912,Produktgestaltung,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Produktgestaltung
211924,Prozess- und Anlagensicherheit,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Prozess- und Anlagensicherheit
211913,Qualitätssicherung,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Qualitätssicherung
211914,Risikoforschung (107007),Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Risikoforschung (107007)
211915,Solartechnik,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Solartechnik
211916,Sprengtechnik,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Sprengtechnik
211926,Technikethik,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Technikethik
211917,Technikfolgenabschätzung,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Technikfolgenabschätzung
211918,Technikgeschichte,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Technikgeschichte
211919,Thermographie,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Thermographie
211920,Verpackungstechnik,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Verpackungstechnik
211921,Zivil- und Katastrophenschutz,Technische Wissenschaften > Andere Technische Wissenschaften > Sonstige Technische Wissenschaften > Zivil- und Katastrophenschutz
301101,Allgemeine Pathologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Allgemeine Pathologie"
301102,Anatomie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Anatomie"
301103,Diagnostik in der Medizin (302013),"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Diagnostik in der Medizin (302013)"
301104,Embryologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Embryologie"
301105,Experimentelle Pathologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Experimentelle Pathologie"
301106,Funktionelle Anatomie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Funktionelle Anatomie"
301107,Histologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Histologie"
301108,Molekulare Pathologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Molekulare Pathologie"
301109,Pathophysiologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Pathophysiologie"
301110,Physiologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Physiologie"
301111,Röntgenanatomie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Röntgenanatomie"
301115,Sonoanatomie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Sonoanatomie"
301112,Systematische Anatomie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Systematische Anatomie"
301113,Topographische Anatomie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Topographische Anatomie"
301114,Zellbiologie (106052),"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Anatomie, Pathologie, Physiologie > Zellbiologie (106052)"
301201,"Arzneimittel-, Arzneistoffanalyse","Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Arzneimittel-, Arzneistoffanalyse"
301215,Arzneimittelsicherheit,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Arzneimittelsicherheit"
301214,Biopharmazie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Biopharmazie"
301213,Drug Targeting,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Drug Targeting"
301202,Geschichte der Pharmazie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Geschichte der Pharmazie"
301212,Klinische Pharmazie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Klinische Pharmazie"
301203,Pharmakodynamik,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Pharmakodynamik"
301204,Pharmakognosie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Pharmakognosie"
301205,Pharmakokinetik,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Pharmakokinetik"
301206,Pharmakologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Pharmakologie"
301207,Pharmazeutische Chemie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Pharmazeutische Chemie"
301208,Pharmazeutische Technologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Pharmazeutische Technologie"
301209,Pharmazie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Pharmazie"
301210,Psychopharmakologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Psychopharmakologie"
301211,Toxikologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Pharmazie, Pharmakologie, Toxikologie > Toxikologie"
301308,Alternsforschung,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Medizinische Biochemie, Humangenetik > Alternsforschung"
301301,Humangenetik,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Medizinische Biochemie, Humangenetik > Humangenetik"
301302,Lipidforschung,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Medizinische Biochemie, Humangenetik > Lipidforschung"
301303,Medizinische Biochemie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Medizinische Biochemie, Humangenetik > Medizinische Biochemie"
301304,Medizinische Biologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Medizinische Biochemie, Humangenetik > Medizinische Biologie"
301305,Medizinische Chemie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Medizinische Biochemie, Humangenetik > Medizinische Chemie"
301306,Medizinische Molekularbiologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Medizinische Biochemie, Humangenetik > Medizinische Molekularbiologie"
301307,Zytogenetik,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Medizinische Biochemie, Humangenetik > Zytogenetik"
301401,Hirnforschung,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Neurowissenschaften > Hirnforschung"
301409,Neuroanatomie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Neurowissenschaften > Neuroanatomie"
301402,Neurobiologie (106025),"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Neurowissenschaften > Neurobiologie (106025)"
301403,Neurochemie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Neurowissenschaften > Neurochemie"
301404,Neuroimmunologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Neurowissenschaften > Neuroimmunologie"
301405,Neuropathologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Neurowissenschaften > Neuropathologie"
301406,Neuropharmakologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Neurowissenschaften > Neuropharmakologie"
301407,Neurophysiologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Neurowissenschaften > Neurophysiologie"
301408,Psychophysiologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Neurowissenschaften > Psychophysiologie"
301907,Biobanking,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Sonstige Medizinisch-theoretische Wissenschaften > Biobanking"
301901,Blutgruppenserologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Sonstige Medizinisch-theoretische Wissenschaften > Blutgruppenserologie"
301902,Immunologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Sonstige Medizinisch-theoretische Wissenschaften > Immunologie"
301903,Impfstoffentwicklung,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Sonstige Medizinisch-theoretische Wissenschaften > Impfstoffentwicklung"
301904,Krebsforschung,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Sonstige Medizinisch-theoretische Wissenschaften > Krebsforschung"
301905,Psychoneuroimmunologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Sonstige Medizinisch-theoretische Wissenschaften > Psychoneuroimmunologie"
301906,Serologie,"Humanmedizin, Gesundheitswissenschaften > Medizinisch-theoretische Wissenschaften, > Sonstige Medizinisch-theoretische Wissenschaften > Serologie"
302001,Akupunktur,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Akupunktur"
302002,Allergologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Allergologie"
302003,Allgemeinchirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Allgemeinchirurgie"
302090,Allgemeinmedizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Allgemeinmedizin"
302004,Anästhesiologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Anästhesiologie"
302005,Andrologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Andrologie"
302006,Angiologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Angiologie"
302007,Augenheilkunde,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Augenheilkunde"
302008,Balneologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Balneologie"
302009,Chemotherapie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Chemotherapie"
302010,Computertomographie (CT),"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Computertomographie (CT)"
302011,Dermatologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Dermatologie"
302012,Diabetologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Diabetologie"
302013,Diagnostik in der Medizin (301103),"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Diagnostik in der Medizin (301103)"
302014,Endokrinologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Endokrinologie"
302015,Experimentelle Chirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Experimentelle Chirurgie"
302016,Gastroenterologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Gastroenterologie"
302017,Geburtshilfe,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Geburtshilfe"
302018,Gefäßchirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Gefäßchirurgie"
302019,Geriatrie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Geriatrie"
302020,Gerontologie (509005),"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Gerontologie (509005)"
302021,Geschichte der Psychiatrie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Geschichte der Psychiatrie"
302022,Gynäkologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Gynäkologie"
302023,"Hals-, Nasen-, Ohrenheilkunde","Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Hals-, Nasen-, Ohrenheilkunde"
302024,Hämatologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Hämatologie"
302025,Hepatologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Hepatologie"
302026,Herzchirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Herzchirurgie"
302027,"Hör-, Stimm- und Sprachstörungen","Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Hör-, Stimm- und Sprachstörungen"
302028,Hyperbare Medizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Hyperbare Medizin"
302091,Immuntherapie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Immuntherapie"
302029,Implantologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Implantologie"
302030,Innere Medizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Innere Medizin"
302031,Intensivmedizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Intensivmedizin"
302032,Kardiologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Kardiologie"
302033,Kieferchirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Kieferchirurgie"
302034,Kieferorthopädie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Kieferorthopädie"
302035,Kinder- und Jugendheilkunde,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Kinder- und Jugendheilkunde"
302036,Kinder- und Jugendpsychiatrie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Kinder- und Jugendpsychiatrie"
302037,Kinderchirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Kinderchirurgie"
302038,Klinische Neuropsychologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Klinische Neuropsychologie"
302039,Komplementärmedizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Komplementärmedizin"
302040,Labordiagnostik,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Labordiagnostik"
302041,Laserchirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Laserchirurgie"
302042,Logopädie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Logopädie"
302043,Magnetresonanztomographie (MRT),"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Magnetresonanztomographie (MRT)"
302044,Medizinische Physik (206003),"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Medizinische Physik (206003)"
302045,Medizinische Psychologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Medizinische Psychologie"
302046,Medizinische Psychotherapie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Medizinische Psychotherapie"
302047,Mikrochirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Mikrochirurgie"
302048,Minimal-invasive Chirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Minimal-invasive Chirurgie"
302049,Neonatologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Neonatologie"
302050,Nephrologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Nephrologie"
302051,Neurochirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Neurochirurgie"
302052,Neurologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Neurologie"
302053,Notfallmedizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Notfallmedizin"
302054,Nuklearmedizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Nuklearmedizin"
302055,Onkologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Onkologie"
302056,Onkologische Chirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Onkologische Chirurgie"
302092,Orale Chirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Orale Chirurgie"
302057,Orthopädie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Orthopädie"
302058,Palliativmedizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Palliativmedizin"
302059,Parodontologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Parodontologie"
302060,Perinatologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Perinatologie"
302061,Physikalische Medizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Physikalische Medizin"
302062,Plastische und Rekonstruktive Chirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Plastische und Rekonstruktive Chirurgie"
302063,Polytraumaversorgung,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Polytraumaversorgung"
302064,Pränatale Diagnostik,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Pränatale Diagnostik"
302065,Psychiatrie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Psychiatrie"
302066,Psychopathologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Psychopathologie"
302067,Psychosomatik,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Psychosomatik"
302068,Pulmologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Pulmologie"
302069,Radiochirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Radiochirurgie"
302070,Radiodiagnostik,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Radiodiagnostik"
302071,Radiologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Radiologie"
302089,Reproduktionsmedizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Reproduktionsmedizin"
302072,Rheumatologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Rheumatologie"
302073,Schlafmedizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Schlafmedizin"
302074,Schmerzmedizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Schmerzmedizin"
302075,Sonographie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Sonographie"
302076,Sozialpsychiatrie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Sozialpsychiatrie"
302077,Stammzellentransplantation,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Stammzellentransplantation"
302078,Stoffwechselerkrankungen,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Stoffwechselerkrankungen"
302079,Strahlenschutz (103031),"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Strahlenschutz (103031)"
302080,Strahlentherapie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Strahlentherapie"
302081,Thoraxchirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Thoraxchirurgie"
302082,Transfusionsmedizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Transfusionsmedizin"
302083,Transplantationschirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Transplantationschirurgie"
302084,Transplantationsmedizin,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Transplantationsmedizin"
302085,Unfallchirurgie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Unfallchirurgie"
302086,Urologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Urologie"
302087,Venerologie,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Venerologie"
302088,"Zahn-, Mund- und Kieferheilkunde","Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Zahn-, Mund- und Kieferheilkunde"
302093,Zahnerhaltungskunde,"Humanmedizin, Gesundheitswissenschaften > Klinische Medizin > Klinische Medizin > Zahnerhaltungskunde"
303001,Arbeitsmedizin,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Arbeitsmedizin"
303002,Bakteriologie,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Bakteriologie"
303003,Berufskrankheiten,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Berufskrankheiten"
303004,Bewegungswissenschaft,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Bewegungswissenschaft"
303005,Biomechanik des Sports,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Biomechanik des Sports"
303006,Diätologie,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Diätologie"
303007,Epidemiologie,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Epidemiologie"
303008,Ergonomie,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Ergonomie"
303037,Ergotherapie,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Ergotherapie"
303009,Ernährungswissenschaften,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Ernährungswissenschaften"
303010,Gesundheitsökonomie,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitsökonomie"
303011,Gesundheitspolitik,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitspolitik"
303012,Gesundheitswissenschaften,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften"
303013,Hygiene,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Hygiene"
303014,Impfschutz,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Impfschutz"
303015,Krankenhaushygiene,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Krankenhaushygiene"
303016,Krankenhausmanagement,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Krankenhausmanagement"
303017,Lebensmittelhygiene,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Lebensmittelhygiene"
303018,Lufthygiene,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Lufthygiene"
303019,Medizinische Ethik,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Medizinische Ethik"
303020,Medizinische Mikrobiologie,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Medizinische Mikrobiologie"
