code,label,path
201119,Stahlbau,Technische Wissenschaften > Bauwesen > Bauingenieurwesen > Stahlbau
201120,Stahlbetonbau,Technische Wissenschaften > Bauwesen > Bauingenieurwesen > Stahlbetonbau
201121,Straßenbau (201304),Technische Wissenschaften > Bauwesen > Bauingenieurwesen > Straßenbau (201304)
201122,Technischer Hochwasserschutz,Technische Wissenschaften > Bauwesen > Bauingenieurwesen > Technischer Hochwasserschutz
201123,Tiefbau,Technische Wissenschaften > Bauwesen > Bauingenieurwesen > Tiefbau
201124,Tragwerkslehre,Technische Wissenschaften > Bauwesen > Bauingenieurwesen > Tragwerkslehre
201125,Wasserbau,Technische Wissenschaften > Bauwesen > Bauingenieurwesen > Wasserbau
201126,Wasserkraftanlagenbau,Technische Wissenschaften > Bauwesen > Bauingenieurwesen > Wasserkraftanlagenbau
201127,Wildbach- und Lawinenverbauung,Technische Wissenschaften > Bauwesen > Bauingenieurwesen > Wildbach- und Lawinenverbauung
201201,Architekturgeschichte,Technische Wissenschaften > Bauwesen > Architektur > Architekturgeschichte
201202,Architekturmodellbau,Technische Wissenschaften > Bauwesen > Architektur > Architekturmodellbau
201203,Architekturtheorie,Technische Wissenschaften > Bauwesen > Architektur > Architekturtheorie
201204,Barrierefreies Bauen,Technische Wissenschaften > Bauwesen > Architektur > Barrierefreies Bauen
201205,Bauforschung,Technische Wissenschaften > Bauwesen > Architektur > Bauforschung
201215,Baukulturelles Erbe,Technische Wissenschaften > Bauwesen > Architektur > Baukulturelles Erbe
201206,Entwerfen,Technische Wissenschaften > Bauwesen > Architektur > Entwerfen
201214,Experimentelle Architektur,Technische Wissenschaften > Bauwesen > Architektur > Experimentelle Architektur
201207,Gebäudelehre,Technische Wissenschaften > Bauwesen > Architektur > Gebäudelehre
201208,Industriearchitektur,Technische Wissenschaften > Bauwesen > Architektur > Industriearchitektur
201209,Innenarchitektur,Technische Wissenschaften > Bauwesen > Architektur > Innenarchitektur
201210,Landschaftsarchitektur,Technische Wissenschaften > Bauwesen > Architektur > Landschaftsarchitektur
201211,Solararchitektur,Technische Wissenschaften > Bauwesen > Architektur > Solararchitektur
201212,Städtebau,Technische Wissenschaften > Bauwesen > Architektur > Städtebau
201213,Wohnbau,Technische Wissenschaften > Bauwesen > Architektur > Wohnbau
201301,Bahnbau,Technische Wissenschaften > Bauwesen > Verkehrswesen > Bahnbau
201302,Eisenbahnwesen,Technische Wissenschaften > Bauwesen > Verkehrswesen > Eisenbahnwesen
201303,Seilbahnwesen,Technische Wissenschaften > Bauwesen > Verkehrswesen > Seilbahnwesen
201304,Straßenbau (201121),Technische Wissenschaften > Bauwesen > Verkehrswesen > Straßenbau (201121)
201305,Verkehrstechnik,Technische Wissenschaften > Bauwesen > Verkehrswesen > Verkehrstechnik
201306,Verkehrstelematik,Technische Wissenschaften > Bauwesen > Verkehrswesen > Verkehrstelematik
201307,Verkehrswirtschaft (509016),Technische Wissenschaften > Bauwesen > Verkehrswesen > Verkehrswirtschaft (509016)
201901,Altbausanierung,Technische Wissenschaften > Bauwesen > Sonstiges Bauwesen > Altbausanierung
201905,Bauen im Bestand,Technische Wissenschaften > Bauwesen > Sonstiges Bauwesen > Bauen im Bestand
201902,Bauökologie,Technische Wissenschaften > Bauwesen > Sonstiges Bauwesen > Bauökologie
201906,Bauwerksbegrünung,Technische Wissenschaften > Bauwesen > Sonstiges Bauwesen > Bauwerksbegrünung
201903,Ingenieurbiologie,Technische Wissenschaften > Bauwesen > Sonstiges Bauwesen > Ingenieurbiologie
201904,Vegetationstechnik,Technische Wissenschaften > Bauwesen > Sonstiges Bauwesen > Vegetationstechnik
202001,Audiotechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Audiotechnik"
202002,Audiovisuelle Medien (508002),"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Audiovisuelle Medien (508002)"
202003,Automatisierungstechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Automatisierungstechnik"
202004,Brain-Computer Interface,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Brain-Computer Interface"
202005,Computer Architektur,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Computer Architektur"
202006,Computer Hardware,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Computer Hardware"
202007,Computer Integrated Manufacturing (CIM),"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Computer Integrated Manufacturing (CIM)"
202008,Elektrische Anlagen,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Elektrische Anlagen"
202009,Elektrische Antriebstechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Elektrische Antriebstechnik"
202010,Elektrische Energietechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Elektrische Energietechnik"
202011,Elektrische Maschinen,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Elektrische Maschinen"
202012,Elektrische Messtechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Elektrische Messtechnik"
202013,Elektromagnetische Verträglichkeit,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Elektromagnetische Verträglichkeit"
202014,Elektromagnetismus,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Elektromagnetismus"
202015,Elektronik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Elektronik"
202016,Elektrotechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik"
202017,Embedded Systems,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Embedded Systems"
202018,Halbleiterelektronik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Halbleiterelektronik"
202019,Hochfrequenztechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Hochfrequenztechnik"
202020,Hochspannungstechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Hochspannungstechnik"
202021,Industrielle Elektronik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Industrielle Elektronik"
202022,Informationstechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Informationstechnik"
202023,Integrierte Schaltkreise,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Integrierte Schaltkreise"
202024,Lasertechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Lasertechnik"
202025,Leistungselektronik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Leistungselektronik"
202026,Lichttechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Lichttechnik"
202027,Mechatronik (203015),"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Mechatronik (203015)"
202028,Mikroelektronik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Mikroelektronik"
202029,Mikrowellentechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Mikrowellentechnik"
202030,Nachrichtentechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Nachrichtentechnik"
202043,Netzwerksicherheit,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Netzwerksicherheit"
202031,Netzwerktechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Netzwerktechnik"
202042,Optische Nachrichtentechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Optische Nachrichtentechnik"
202032,Photovoltaik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Photovoltaik"
202033,Radartechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Radartechnik"
202034,Regelungstechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Regelungstechnik"
202035,Robotik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Robotik"
202036,Sensorik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Sensorik"
202037,Signalverarbeitung,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Signalverarbeitung"
202041,Technische Informatik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Technische Informatik"
202038,Telekommunikation,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Telekommunikation"
202039,Theoretische Elektrotechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Theoretische Elektrotechnik"
202040,Übertragungstechnik,"Technische Wissenschaften > Elektrotechnik, Elektronik, Informationstechnik > Elektrotechnik, Elektronik, Informationstechnik > Übertragungstechnik"
203001,Apparatebau,Technische Wissenschaften > Maschinenbau > Maschinenbau > Apparatebau
203002,Betriebsfestigkeit (201107),Technische Wissenschaften > Maschinenbau > Maschinenbau > Betriebsfestigkeit (201107)
203030,Brennstoffzellentechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Brennstoffzellentechnik
203003,Bruchmechanik (201108),Technische Wissenschaften > Maschinenbau > Maschinenbau > Bruchmechanik (201108)
203037,Computational Engineering (201132),Technische Wissenschaften > Maschinenbau > Maschinenbau > Computational Engineering (201132)
203004,Fahrzeugtechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Fahrzeugtechnik
203005,Feinwerktechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Feinwerktechnik
203006,Fertigungstechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Fertigungstechnik
203007,Festigkeitslehre (201110),Technische Wissenschaften > Maschinenbau > Maschinenbau > Festigkeitslehre (201110)
203008,Fördertechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Fördertechnik
203032,Generative Fertigungsverfahren,Technische Wissenschaften > Maschinenbau > Maschinenbau > Generative Fertigungsverfahren
203033,Hydraulische Antriebstechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Hydraulische Antriebstechnik
203009,Kältetechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Kältetechnik
203010,Klimatechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Klimatechnik
203031,Konstruktionslehre,Technische Wissenschaften > Maschinenbau > Maschinenbau > Konstruktionslehre
203034,Kontinuumsmechanik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Kontinuumsmechanik
203011,Leichtbau (201117),Technische Wissenschaften > Maschinenbau > Maschinenbau > Leichtbau (201117)
203012,Luftfahrttechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Luftfahrttechnik
203038,Lüftungstechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Lüftungstechnik
203013,Maschinenbau,Technische Wissenschaften > Maschinenbau > Maschinenbau > Maschinenbau
203014,Maschinendynamik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Maschinendynamik
203015,Mechatronik (202027),Technische Wissenschaften > Maschinenbau > Maschinenbau > Mechatronik (202027)
203016,Messtechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Messtechnik
203017,Mikromechanik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Mikromechanik
203018,Montanmaschinenbau,Technische Wissenschaften > Maschinenbau > Maschinenbau > Montanmaschinenbau
203019,Reaktortechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Reaktortechnik
203020,Schweißtechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Schweißtechnik
203021,Strömungsmaschinen,Technische Wissenschaften > Maschinenbau > Maschinenbau > Strömungsmaschinen
203022,Technische Mechanik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Technische Mechanik
203023,Thermische Turbomaschinen,Technische Wissenschaften > Maschinenbau > Maschinenbau > Thermische Turbomaschinen
203024,Thermodynamik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Thermodynamik
203035,Thermoprozesstechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Thermoprozesstechnik
203025,Tribologie,Technische Wissenschaften > Maschinenbau > Maschinenbau > Tribologie
203026,Umformtechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Umformtechnik
203027,Verbrennungskraftmaschinen,Technische Wissenschaften > Maschinenbau > Maschinenbau > Verbrennungskraftmaschinen
203036,Waffen- und Munitionstechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Waffen- und Munitionstechnik
203028,Wärmetechnik,Technische Wissenschaften > Maschinenbau > Maschinenbau > Wärmetechnik
203029,Werkzeugbau,Technische Wissenschaften > Maschinenbau > Maschinenbau > Werkzeugbau
204001,Anorganisch-chemische Technologie,Technische Wissenschaften > Chemische Verfahrenstechnik > Chemische Verfahrenstechnik > Anorganisch-chemische Technologie
204002,Chemische Reaktionstechnik,Technische Wissenschaften > Chemische Verfahrenstechnik > Chemische Verfahrenstechnik > Chemische Reaktionstechnik
204003,Chemische Verfahrenstechnik,Technische Wissenschaften > Chemische Verfahrenstechnik > Chemische Verfahrenstechnik > Chemische Verfahrenstechnik
204006,Mechanische Verfahrenstechnik,Technische Wissenschaften > Chemische Verfahrenstechnik > Chemische Verfahrenstechnik > Mechanische Verfahrenstechnik
204008,Membrantechnologie,Technische Wissenschaften > Chemische Verfahrenstechnik > Chemische Verfahrenstechnik > Membrantechnologie
204004,Organisch-chemische Technologie,Technische Wissenschaften > Chemische Verfahrenstechnik > Chemische Verfahrenstechnik > Organisch-chemische Technologie
204005,Raffinerietechnik,Technische Wissenschaften > Chemische Verfahrenstechnik > Chemische Verfahrenstechnik > Raffinerietechnik
204007,Thermische Verfahrenstechnik,Technische Wissenschaften > Chemische Verfahrenstechnik > Chemische Verfahrenstechnik > Thermische Verfahrenstechnik
205001,Baustoffprüfung,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Baustoffprüfung
205002,Beschichtungstechnik,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Beschichtungstechnik
205003,Feuerfeste Materialien,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Feuerfeste Materialien
205004,Funktionsmaterialien,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Funktionsmaterialien
205005,Gesteinshüttenkunde,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Gesteinshüttenkunde
205006,Holzforschung,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Holzforschung
205007,Holzschutzmittel,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Holzschutzmittel
205008,Holztechnologie,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Holztechnologie
205009,Keramische Werkstoffe,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Keramische Werkstoffe
205010,Korrosionsschutzmittel,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Korrosionsschutzmittel
205011,Kunststofftechnik,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Kunststofftechnik
205012,Kunststoffverarbeitung,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Kunststoffverarbeitung
205019,Materialwissenschaften,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Materialwissenschaften
205013,Schadensanalytik,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Schadensanalytik
205014,Textiltechnik,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Textiltechnik
205015,Verbundwerkstoffe,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Verbundwerkstoffe
205016,Werkstoffprüfung,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Werkstoffprüfung
205017,Werkstofftechnik,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Werkstofftechnik
205018,Zellstoff- und Papiertechnik,Technische Wissenschaften > Werkstofftechnik > Werkstofftechnik > Zellstoff- und Papiertechnik
206001,Biomedizinische Technik,Technische Wissenschaften > Medizintechnik > Medizintechnik > Biomedizinische Technik
206002,Elektromedizinische Technik,Technische Wissenschaften > Medizintechnik > Medizintechnik > Elektromedizinische Technik
206003,Medizinische Physik (302044),Technische Wissenschaften > Medizintechnik > Medizintechnik > Medizinische Physik (302044)
206004,Medizintechnik,Technische Wissenschaften > Medizintechnik > Medizintechnik > Medizintechnik
206005,Prothetik,Technische Wissenschaften > Medizintechnik > Medizintechnik > Prothetik
206006,Rehabilitationstechnik,Technische Wissenschaften > Medizintechnik > Medizintechnik > Rehabilitationstechnik
207101,Abfalltechnik,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Abfalltechnik"
207102,Abluftreinigung,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Abluftreinigung"
207103,Abwasserreinigung,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Abwasserreinigung"
207104,Altlastensanierung,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Altlastensanierung"
207105,Deponietechnik,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Deponietechnik"
207106,Erneuerbare Energie,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Erneuerbare Energie"
207107,Luftreinhaltung,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Luftreinhaltung"
207108,Recycling,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Recycling"
207109,Schadstoffemission,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Schadstoffemission"
207110,Technischer Umweltschutz,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Technischer Umweltschutz"
207111,Umwelttechnik,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Umwelttechnik"
207112,Wasseraufbereitung,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Wasseraufbereitung"
207113,Wasserinfrastruktur,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Wasserinfrastruktur"
207114,Wasserwirtschaft,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Umwelttechnik > Wasserwirtschaft"
207201,Bodenmechanik,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Ingenieurgeologie, Geotechnik > Bodenmechanik"
207202,Erdbau,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Ingenieurgeologie, Geotechnik > Erdbau"
207203,Felsmechanik,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Ingenieurgeologie, Geotechnik > Felsmechanik"
207204,Geotechnik,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Ingenieurgeologie, Geotechnik > Geotechnik"
207205,Grundbau,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Ingenieurgeologie, Geotechnik > Grundbau"
207206,Ingenieurgeologie,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Ingenieurgeologie, Geotechnik > Ingenieurgeologie"
207207,Tunnelbau,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Ingenieurgeologie, Geotechnik > Tunnelbau"
207208,Tunnelbelüftung,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Ingenieurgeologie, Geotechnik > Tunnelbelüftung"
207301,Aufbereitung mineralischer Rohstoffe,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Aufbereitung mineralischer Rohstoffe"
207302,Bergbaukunde,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Bergbaukunde"
207303,Bergschadenkunde,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Bergschadenkunde"
207304,Erdgasgewinnung,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Erdgasgewinnung"
207305,Erdgastechnik,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Erdgastechnik"
207306,Erdölgeologie (105103),"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Erdölgeologie (105103)"
207307,Erdölgewinnung,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Erdölgewinnung"
207308,Erdöltechnik,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Erdöltechnik"
207309,Geschichte des Bergbaus,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Geschichte des Bergbaus"
207310,Gewinnung mineralischer Rohstoffe,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Gewinnung mineralischer Rohstoffe"
207311,Lagerstättenkunde,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Lagerstättenkunde"
207312,Markscheidekunde,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Markscheidekunde"
207313,Tiefbohrtechnik,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Tiefbohrtechnik"
207314,Untertagebau,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Bergbau, Erdölgewinnung > Untertagebau"
207401,3D-Vermessung,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Geodäsie, Vermessungswesen > 3D-Vermessung"
207402,Fernerkundung,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Geodäsie, Vermessungswesen > Fernerkundung"
207403,Geodäsie,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Geodäsie, Vermessungswesen > Geodäsie"
207404,"Geoinformatik (105403, 507003)","Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Geodäsie, Vermessungswesen > Geoinformatik (105403, 507003)"
207405,Ingenieurgeodäsie,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Geodäsie, Vermessungswesen > Ingenieurgeodäsie"
207406,"Kartographie (105407, 507028)","Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Geodäsie, Vermessungswesen > Kartographie (105407, 507028)"
207407,Katastervermessung,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Geodäsie, Vermessungswesen > Katastervermessung"
207408,Landesvermessung,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Geodäsie, Vermessungswesen > Landesvermessung"
207409,Navigationssysteme,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Geodäsie, Vermessungswesen > Navigationssysteme"
207410,Photogrammetrie,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Geodäsie, Vermessungswesen > Photogrammetrie"
207411,Satellitengeodäsie,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Geodäsie, Vermessungswesen > Satellitengeodäsie"
207412,Satellitengestützte Koordinatenmessung,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Geodäsie, Vermessungswesen > Satellitengestützte Koordinatenmessung"
207413,Vermessungswesen,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Geodäsie, Vermessungswesen > Vermessungswesen"
207902,Computational Geosciences,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Sonstiges Umweltingenieurwesen, Angewandte > Computational Geosciences"
207901,Offshore-Technik,"Technische Wissenschaften > Umweltingenieurwesen, Angewandte > Sonstiges Umweltingenieurwesen, Angewandte > Offshore-Technik"
208001,Bioremediation,Technische Wissenschaften > Umweltbiotechnologie > Umweltbiotechnologie > Bioremediation
208002,Ethik in der Umweltbiotechnologie,Technische Wissenschaften > Umweltbiotechnologie > Umweltbiotechnologie > Ethik in der Umweltbiotechnologie
208003,Umweltbiotechnologie,Technische Wissenschaften > Umweltbiotechnologie > Umweltbiotechnologie > Umweltbiotechnologie
209001,Biokatalyse,Technische Wissenschaften > Industrielle Biotechnologie > Industrielle Biotechnologie > Biokatalyse
209002,Bioprozesstechnik,Technische Wissenschaften > Industrielle Biotechnologie > Industrielle Biotechnologie > Bioprozesstechnik
209003,Biotreibstoffe,Technische Wissenschaften > Industrielle Biotechnologie > Industrielle Biotechnologie > Biotreibstoffe
209004,Enzymtechnologie,Technische Wissenschaften > Industrielle Biotechnologie > Industrielle Biotechnologie > Enzymtechnologie
209005,Fermentation (404004),Technische Wissenschaften > Industrielle Biotechnologie > Industrielle Biotechnologie > Fermentation (404004)
209006,Industrielle Biotechnologie,Technische Wissenschaften > Industrielle Biotechnologie > Industrielle Biotechnologie > Industrielle Biotechnologie
210001,Nanoanalytik,Technische Wissenschaften > Nanotechnologie > Nanotechnologie > Nanoanalytik
210002,Nanobiotechnologie,Technische Wissenschaften > Nanotechnologie > Nanotechnologie > Nanobiotechnologie
210003,Nanoelektronik,Technische Wissenschaften > Nanotechnologie > Nanotechnologie > Nanoelektronik
210004,Nanomaterialien,Technische Wissenschaften > Nanotechnologie > Nanotechnologie > Nanomaterialien
210005,Nanophotonik,Technische Wissenschaften > Nanotechnologie > Nanotechnologie > Nanophotonik
210006,Nanotechnologie,Technische Wissenschaften > Nanotechnologie > Nanotechnologie > Nanotechnologie
211101,Eisen- und Stahlmetallurgie,Technische Wissenschaften > Andere Technische Wissenschaften > Metallurgie > Eisen- und Stahlmetallurgie
211102,Gießereitechnik,Technische Wissenschaften > Andere Technische Wissenschaften > Metallurgie > Gießereitechnik
211106,Leichtmetalle,Technische Wissenschaften > Andere Technische Wissenschaften > Metallurgie > Leichtmetalle
211103,Metallkunde,Technische Wissenschaften > Andere Technische Wissenschaften > Metallurgie > Metallkunde
211104,Metallurgie,Technische Wissenschaften > Andere Technische Wissenschaften > Metallurgie > Metallurgie
211105,Nichteisenmetallurgie,Technische Wissenschaften > Andere Technische Wissenschaften > Metallurgie > Nichteisenmetallurgie
