code,label,path
100000,Naturwissenschaften,Naturwissenschaften
200000,Technische Wissenschaften,Technische Wissenschaften
300000,Humanmedizin; Gesundheitswissenschaften,Humanmedizin; Gesundheitswissenschaften
400000,Agrarwissenschaften; Veterinärmedizin,Agrarwissenschaften; Veterinärmedizin
500000,Sozialwissenschaften,Sozialwissenschaften
600000,Geisteswissenschaften; Kunstwissenschaften,Geisteswissenschaften; Kunstwissenschaften
